source	target	count
regulatory T cell	CD4-positive, alpha-beta memory T cell	129
regulatory T cell	CD8-positive, alpha-beta memory T cell	150
regulatory T cell	classical monocyte	157
regulatory T cell	endothelial cell	139
regulatory T cell	erythrocyte	47
regulatory T cell	hematopoietic stem cell	54
regulatory T cell	innate lymphoid cell	57
regulatory T cell	intermediate monocyte	41
regulatory T cell	macrophage	132
regulatory T cell	mature NK T cell	133
regulatory T cell	memory B cell	146
regulatory T cell	naive B cell	48
regulatory T cell	naive thymus-derived CD4-positive, alpha-beta T cell	107
regulatory T cell	naive thymus-derived CD8-positive, alpha-beta T cell	77
regulatory T cell	neutrophil	109
regulatory T cell	plasma cell	166
regulatory T cell	plasmacytoid dendritic cell	89
regulatory T cell	platelet	41
regulatory T cell	type I NK T cell	117
type I NK T cell	CD1c-positive myeloid dendritic cell	103
type I NK T cell	CD4-positive, alpha-beta memory T cell	169
type I NK T cell	CD8-positive, alpha-beta memory T cell	201
type I NK T cell	classical monocyte	206
type I NK T cell	endothelial cell	181
type I NK T cell	erythrocyte	57
type I NK T cell	hematopoietic stem cell	73
type I NK T cell	innate lymphoid cell	77
type I NK T cell	intermediate monocyte	50
type I NK T cell	macrophage	174
type I NK T cell	mature NK T cell	168
type I NK T cell	memory B cell	201
type I NK T cell	naive B cell	64
type I NK T cell	naive thymus-derived CD4-positive, alpha-beta T cell	147
type I NK T cell	naive thymus-derived CD8-positive, alpha-beta T cell	99
type I NK T cell	neutrophil	133
type I NK T cell	plasma cell	219
type I NK T cell	plasmacytoid dendritic cell	111
type I NK T cell	platelet	49
type I NK T cell	regulatory T cell	129
