Region	11	12	1	15	10	13	5	17	8	0	2	18	3	16	4	6	7	9	14	19
HBM777.TLQL.487_reg001	1357.0	2136.0	1319.0	1336.0	1701.0	1369.0	1394.0	1262.0	34.0	1772.0	1007.0	1677.0	1710.0	1200.0	1074.0	1714.0	1257.0	160.0	1427.0	
HBM777.TLQL.487_reg002	1282.0	1889.0	1592.0	1069.0	1503.0	1427.0	1288.0	1234.0	55.0	1573.0	970.0	1476.0	1554.0	1161.0	1086.0	1588.0	1322.0	155.0	1370.0	
HBM654.MLRM.725_reg001	1014.0	1604.0	1120.0	477.0	822.0	784.0	1173.0	1336.0	83.0	1132.0	971.0	683.0	996.0	971.0	1331.0	1117.0	857.0	6088.0	1369.0	4475.0
HBM926.SHNZ.594_reg001	1044.0	2034.0	1153.0	1618.0	1699.0	1537.0	1241.0	1044.0	196.0	1605.0	1089.0	1590.0	1808.0	964.0	1042.0	1450.0	1326.0	277.0	1427.0	
HBM644.QKZS.857_reg001	3108.0	2779.0	2972.0	1359.0	1932.0	3027.0	3836.0	3892.0	3503.0	2236.0	3386.0	2748.0	3002.0	4706.0	2329.0	3450.0	2408.0	2527.0	2794.0	116.0
HBM929.PRKH.522_reg001	1196.0	1513.0	1315.0	842.0	1232.0	1059.0	1070.0	1214.0	369.0	1148.0	1024.0	1079.0	1427.0	912.0	1043.0	1364.0	951.0	195.0	1202.0	5.0
HBM475.DXDC.532_reg001	3114.0	4021.0	3403.0	1875.0	2909.0	2613.0	2966.0	3028.0	69.0	2942.0	2320.0	2675.0	3121.0	2481.0	3069.0	3586.0	2643.0	396.0	3322.0	2.0
HBM443.XPDK.549_reg001	1104.0	1759.0	1530.0	1194.0	1820.0	1346.0	1483.0	1055.0	68.0	1966.0	1086.0	1599.0	1783.0	927.0	858.0	1639.0	1089.0	128.0	1000.0	
HBM776.SDCW.837_reg001	1140.0	1571.0	1657.0	870.0	1207.0	1129.0	1891.0	1238.0	482.0	1585.0	1831.0	1270.0	1513.0	1313.0	943.0	1588.0	1067.0	908.0	1113.0	19.0
HBM953.NPDJ.575_reg001	914.0	1357.0	1165.0	1478.0	1509.0	1182.0	1217.0	998.0	453.0	1212.0	1194.0	1233.0	1518.0	851.0	967.0	1118.0	1119.0	258.0	1068.0	1.0
HBM429.DWKZ.323_reg001	749.0	1670.0	837.0	420.0	669.0	558.0	1269.0	900.0	56.0	1471.0	2064.0	702.0	852.0	1347.0	823.0	1672.0	713.0	2074.0	1357.0	355.0
HBM236.WBFT.443_reg001	945.0	1315.0	5453.0	544.0	675.0	987.0	1331.0	1313.0	6.0	1034.0	1658.0	699.0	909.0	1194.0	1139.0	1356.0	1107.0	532.0	1792.0	14.0
HBM236.WBFT.443_reg002	2440.0	2527.0	4027.0	1108.0	1399.0	1877.0	1547.0	2495.0	28.0	1421.0	1423.0	1426.0	1586.0	1892.0	2709.0	2216.0	1925.0	239.0	2519.0	2.0
HBM236.WBFT.443_reg003	2773.0	3180.0	4897.0	1661.0	1868.0	2569.0	2059.0	2963.0	9.0	1969.0	2221.0	1715.0	2222.0	2355.0	3404.0	2741.0	2522.0	400.0	3197.0	
HBM236.WBFT.443_reg004	1578.0	1671.0	5037.0	1239.0	1556.0	1521.0	1055.0	1921.0	20.0	1219.0	1496.0	866.0	1442.0	1251.0	3010.0	1277.0	1180.0	470.0	2067.0	10.0
HBM625.BPDM.987_reg001	2450.0	4515.0	2951.0	3024.0	3391.0	3069.0	2834.0	2631.0	173.0	2792.0	2099.0	3350.0	4123.0	2458.0	2188.0	3298.0	4002.0	290.0	4421.0	
HBM795.GWKV.825_reg001	1096.0	2142.0	1444.0	1032.0	1927.0	1047.0	1549.0	1123.0	39.0	2159.0	1020.0	1393.0	1847.0	760.0	1191.0	1359.0	938.0	105.0	1289.0	
HBM253.MXKW.373_reg001	1561.0	2263.0	1752.0	1595.0	1846.0	1845.0	1733.0	1777.0	117.0	1704.0	1253.0	2003.0	2594.0	1389.0	1376.0	1766.0	1851.0	155.0	2098.0	
HBM829.QZQP.626_reg001	1213.0	1953.0	1635.0	1920.0	1955.0	1867.0	1488.0	1179.0	65.0	1931.0	1261.0	2104.0	2143.0	1219.0	1058.0	1816.0	1521.0	174.0	1260.0	2.0
HBM233.GTZN.466_reg001	2024.0	2066.0	1860.0	947.0	1234.0	1781.0	1516.0	1917.0	95.0	1294.0	1424.0	1411.0	1626.0	1922.0	1937.0	2151.0	1586.0	183.0	1855.0	
HBM423.QJJR.545_reg001	2980.0	2930.0	2804.0	1579.0	1910.0	2675.0	2397.0	3010.0	93.0	1715.0	2424.0	2106.0	2680.0	3250.0	3237.0	2859.0	2321.0	950.0	2747.0	60.0
HBM837.RHNC.533_reg001	1119.0	1437.0	1332.0	1125.0	1629.0	1296.0	1484.0	1038.0	393.0	1607.0	1295.0	1666.0	1602.0	1424.0	816.0	1736.0	1084.0	469.0	1151.0	1.0
HBM962.BFPH.344_reg001	1463.0	1852.0	1998.0	1327.0	1755.0	1478.0	1526.0	1125.0	96.0	1855.0	1454.0	1733.0	1630.0	1620.0	1044.0	2226.0	1194.0	240.0	1333.0	
HBM564.DSPG.945_reg001	756.0	1223.0	908.0	555.0	770.0	630.0	974.0	724.0	262.0	891.0	718.0	839.0	927.0	572.0	654.0	814.0	882.0	152.0	1042.0	
HBM842.LQDP.877_reg001	1281.0	2333.0	1719.0	747.0	1438.0	1331.0	2148.0	1466.0	150.0	2020.0	3011.0	1349.0	1683.0	1206.0	1399.0	1590.0	1274.0	637.0	1846.0	8.0
HBM735.PSTF.274_reg001	1989.0	2103.0	1792.0	1074.0	1496.0	1779.0	1739.0	2112.0	338.0	1352.0	1602.0	1424.0	1700.0	1816.0	1912.0	2106.0	1660.0	300.0	1889.0	
HBM587.VTDD.789_reg001	1251.0	1546.0	1385.0	854.0	1259.0	1139.0	1089.0	1157.0	38.0	1254.0	875.0	1115.0	1497.0	1113.0	1384.0	1475.0	1003.0	172.0	1301.0	9.0
HBM398.SWKV.256_reg001	2961.0	3164.0	3468.0	2729.0	2777.0	3833.0	3238.0	3716.0	281.0	2265.0	3221.0	3039.0	4059.0	3165.0	2805.0	2931.0	2740.0	825.0	2829.0	14.0
