column	ligand	receptor	value	count	source	target	tissue	region
non-classical monocyte|endothelial cell	VEGFA	FLT1	3.239	22	non-classical monocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|endothelial cell	VEGFB	FLT1	3.302	22	non-classical monocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|endothelial cell	VEGFA	NRP1	2.474	22	non-classical monocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|endothelial cell	VEGFB	NRP1	2.537	22	non-classical monocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|endothelial cell	VEGFA	NRP2	2.753	22	non-classical monocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|endothelial cell	SDC2	ADGRA2	3.075	22	non-classical monocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|endothelial cell	VEGFA	KDR	5.056	22	non-classical monocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|erythrocyte	THBS1	CD36	0.308	5	non-classical monocyte	erythrocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|erythrocyte	CCL2	ACKR1	2.419	5	non-classical monocyte	erythrocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|erythrocyte	CXCL1	ACKR1	1.478	5	non-classical monocyte	erythrocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|erythrocyte	LGALS9	P4HB	1.695	5	non-classical monocyte	erythrocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|erythrocyte	HFE	TFRC	2.202	5	non-classical monocyte	erythrocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|hematopoietic stem cell	C5	C5AR2	3.235	5	non-classical monocyte	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|hematopoietic stem cell	LGALS9	HAVCR2	1.486	5	non-classical monocyte	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|hematopoietic stem cell	DLL1	NOTCH2	0.661	5	non-classical monocyte	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|hematopoietic stem cell	TNFSF13B	TNFRSF13C	2.01	5	non-classical monocyte	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|hematopoietic stem cell	LAIR1	LILRB4	0.233	5	non-classical monocyte	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|innate lymphoid cell	DSC2	DSG2	0.155	5	non-classical monocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|innate lymphoid cell	LRPAP1	SORT1	0.514	5	non-classical monocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|innate lymphoid cell	CCL3	CCR5	0.511	5	non-classical monocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|innate lymphoid cell	SDC2	ADGRA2	1.158	5	non-classical monocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|innate lymphoid cell	VEGFA	KDR	0.128	5	non-classical monocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	THBS1	CD36	2.036	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	CCL23	FPR2	0.913	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	HEBP1	FPR3	1.496	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	LRPAP1	SORT1	2.092	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	CCL2	CCR2	1.901	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	CCL14	CCR1	1.435	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	CCL23	CCR1	1.839	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	CCL3	CCR1	1.833	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	CXCL1	CXCR2	0.579	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	CXCL2	CXCR2	0.451	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	C5	C5AR2	1.078	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	C5	C5AR1	3.476	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	LGALS3	MERTK	2.084	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	LGALS9	HAVCR2	2.839	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	LGALS9	P4HB	1.428	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	CD1D	LILRB2	3.917	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	DLL1	NOTCH2	0.748	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	VEGFA	FLT1	1.071	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	VEGFB	FLT1	1.133	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	VEGFA	NRP1	0.716	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	VEGFB	NRP1	0.778	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	VEGFA	NRP2	0.383	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	LAIR1	LILRB4	1.881	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|intermediate monocyte	RNASET2	TLR8	0.828	24	non-classical monocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	THBS1	CD36	1.533	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CCL23	FPR2	0.7	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	HEBP1	FPR3	2.538	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	LRPAP1	SORT1	2.001	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CCL14	CCR3	0.331	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CCL24	CCR3	2.833	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CCL3	CCR3	0.729	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CCL14	CCR1	1.116	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CCL23	CCR1	1.52	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CCL3	CCR1	1.514	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CCL3	CCR5	1.068	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CXCL1	CXCR1	0.462	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CXCL1	CXCR2	0.486	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CXCL2	CXCR2	0.359	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	C5	C5AR2	1.46	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	C5	C5AR1	1.939	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	LGALS3	MERTK	2.487	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	LGALS9	HAVCR2	2.216	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	LGALS9	P4HB	1.385	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	CD1D	LILRB2	1.981	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	DLL1	NOTCH2	0.566	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	DLL1	NOTCH3	0.674	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	VEGFA	FLT1	0.19	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	VEGFB	FLT1	0.252	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	VEGFA	NRP1	0.743	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	VEGFB	NRP1	0.806	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	VEGFA	NRP2	1.734	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	PDGFA	PDGFRA	0.649	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	PDGFC	PDGFRA	0.424	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	HFE	TFRC	0.877	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	LAIR1	LILRB4	1.516	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|macrophage	RNASET2	TLR8	1.012	32	non-classical monocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mast cell	LRPAP1	SORT1	3.231	5	non-classical monocyte	mast cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mast cell	LGALS9	HAVCR2	1.516	5	non-classical monocyte	mast cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mast cell	LGALS9	P4HB	1.672	5	non-classical monocyte	mast cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mast cell	DLL1	NOTCH2	1.026	5	non-classical monocyte	mast cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mast cell	HFE	TFRC	1.295	5	non-classical monocyte	mast cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature NK T cell	LRPAP1	SORT1	0.358	8	non-classical monocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature NK T cell	CCL14	CCR1	0.586	8	non-classical monocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature NK T cell	CCL23	CCR1	0.99	8	non-classical monocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature NK T cell	CCL3	CCR1	0.984	8	non-classical monocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature NK T cell	LGALS9	HAVCR2	1.555	8	non-classical monocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature NK T cell	LGALS9	P4HB	1.252	8	non-classical monocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature NK T cell	SDC2	ADGRA2	1.472	8	non-classical monocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature NK T cell	BAG6	NCR3	0.617	8	non-classical monocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	DSC2	DSG2	4.769	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	LRPAP1	SORT1	0.972	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	CCL14	CCR1	0.093	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	CCL23	CCR1	0.497	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	CCL3	CCR1	0.491	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	LGALS3	MERTK	2.923	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	LGALS9	HAVCR2	1.647	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	LGALS9	P4HB	1.245	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	CD1D	LILRB2	1.416	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	VEGFA	NRP2	2.384	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	HFE	TFRC	0.314	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	TNFSF13B	TNFRSF13C	1.645	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	BAG6	NCR3	0.398	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|mature conventional dendritic cell	RNASET2	TLR8	1.147	14	non-classical monocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	CCL23	FPR2	7.062	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	LRPAP1	SORT1	1.29	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	CXCL1	CXCR1	10.889	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	CXCL1	CXCR2	11.514	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	CXCL2	CXCR2	11.386	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	C5	C5AR2	0.952	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	C5	C5AR1	3.988	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	CD1D	LILRB2	1.956	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	DLL1	NOTCH2	0.175	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|neutrophil	RNASET2	TLR8	3.755	10	non-classical monocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	CCL14	CCR3	0.241	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	CCL24	CCR3	2.743	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	CCL3	CCR3	0.64	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	CCL2	CCR2	2.053	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	SDC2	FGFR4	1.159	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	LGALS9	P4HB	1.998	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	HFE	TFRC	0.35	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	TNFSF13B	TNFRSF13B	1.706	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	TNFSF13B	TNFRSF17	3.016	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|plasma cell	LAIR1	LILRB4	0.99	10	non-classical monocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|regulatory T cell	CXCL1	CXCR2	0.468	7	non-classical monocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|regulatory T cell	CXCL2	CXCR2	0.341	7	non-classical monocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|regulatory T cell	LGALS9	HAVCR2	1.413	7	non-classical monocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|regulatory T cell	VEGFA	FLT1	0.164	7	non-classical monocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|regulatory T cell	VEGFB	FLT1	0.227	7	non-classical monocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|regulatory T cell	HFE	TFRC	0.405	7	non-classical monocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|regulatory T cell	BAG6	NCR3	0.195	7	non-classical monocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	ADM	RAMP3	0.435	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	CCL14	ACKR2	0.246	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	CCL2	ACKR2	1.54	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	CCL3	ACKR2	0.645	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	SDC2	FGFR4	1.64	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	LGALS3	MERTK	1.264	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	LGALS9	P4HB	1.435	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	DLL1	NOTCH2	0.495	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	DLL1	NOTCH3	1.369	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	DLL1	NOTCH4	0.174	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	VEGFA	NRP1	1.626	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	VEGFB	NRP1	1.688	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	PDGFA	PDGFRA	8.442	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	PDGFC	PDGFRA	8.217	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	SDC2	ADGRA2	2.501	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|stromal cell	FTL	SCARA5	9.411	16	non-classical monocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|type I NK T cell	DSC2	DSG2	0.146	8	non-classical monocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|type I NK T cell	CCL2	CCR2	1.412	8	non-classical monocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|type I NK T cell	CCL14	CCR1	0.102	8	non-classical monocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|type I NK T cell	CCL23	CCR1	0.507	8	non-classical monocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|type I NK T cell	CCL3	CCR1	0.501	8	non-classical monocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|type I NK T cell	CCL3	CCR5	0.498	8	non-classical monocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|type I NK T cell	LGALS9	P4HB	1.22	8	non-classical monocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
non-classical monocyte|type I NK T cell	DLL1	NOTCH4	0.16	8	non-classical monocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	APLP2	PIGR	0.06	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	CCL11	ACKR2	0.075	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	EFNA3	EPHA3	0.025	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	FGF2	FGFR4	0.223	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	IGF1	IGF1R	0.878	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	NPB	NPBWR2	0.041	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	NPW	NPBWR2	0.19	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	DLL4	NOTCH2	0.199	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	DLL4	NOTCH4	0.065	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	PNOC	OPRL1	0.725	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	PTHLH	PTH1R	0.088	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	PTHLH	PTH2R	0.086	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	PDGFD	PDGFRB	0.039	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	SLIT1	ROBO1	0.136	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	CORT	SSTR3	0.189	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	TAFA5	S1PR2	0.459	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	TF	TFR2	0.128	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	BTLA	TNFRSF14	0.134	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	WNT5A	ROR1	0.197	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	BAG6	NCR3	0.352	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	BST2	LILRA4	0.423	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	CD70	CD27	0.373	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|B cell	MPZL1	MPZL1	0.318	23	plasma cell	B cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	CADM1	CADM1	0.904	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	PODXL2	SELE	1.384	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	COL4A4	ADGRG6	1.723	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	COL4A5	ADGRG6	1.506	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	ENTPD1	ADORA2A	1.425	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	ENTPD1	ADORA2B	0.427	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	BDNF	SORT1	0.095	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	LRPAP1	SORT1	0.595	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	C1QL1	ADGRB3	1.721	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	EFNA3	EPHA2	3.991	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	EFNA3	EPHA3	0.198	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	GAS6	MERTK	3.654	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	GHRL	GPR39	4.8	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	IGF1	IGF1R	0.9	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	NPPA	NPR1	3.303	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
plasma cell|CD141-positive myeloid dendritic cell	DLL4	NOTCH2	0.227	32	plasma cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
